county,period,period_name,year,value
Roane,1,January,2011,13.9
Robertson,12,December,2018,3.3
Robertson,11,November,2018,3.4
Robertson,10,October,2018,3.9
Robertson,9,September,2018,3.7
Robertson,8,August,2018,3.8
Robertson,7,July,2018,4
Robertson,6,June,2018,4.1
Robertson,5,May,2018,3.3
Robertson,4,April,2018,3.3
Robertson,3,March,2018,3.8
Robertson,2,February,2018,3.9
Robertson,1,January,2018,4.3
Robertson,12,December,2017,3.8
Robertson,11,November,2017,3.8
Robertson,10,October,2017,3.8
Robertson,9,September,2017,3.7
Robertson,8,August,2017,3.8
Robertson,7,July,2017,3.9
Robertson,6,June,2017,4
Robertson,5,May,2017,3.4
Robertson,4,April,2017,3.5
Robertson,3,March,2017,4.4
Robertson,2,February,2017,4.9
Robertson,1,January,2017,5.4
Robertson,12,December,2016,5
Robertson,11,November,2016,4.9
Robertson,10,October,2016,5.2
Robertson,9,September,2016,5.5
Robertson,8,August,2016,5.2
Robertson,7,July,2016,5.3
Robertson,6,June,2016,5.3
Robertson,5,May,2016,4.3
Robertson,4,April,2016,4.5
Robertson,3,March,2016,4.8
Robertson,2,February,2016,4.9
Robertson,1,January,2016,5.2
Robertson,12,December,2015,5.4
Robertson,11,November,2015,5.5
Robertson,10,October,2015,6
Robertson,9,September,2015,6.2
Robertson,8,August,2015,6.1
Robertson,7,July,2015,6.2
Robertson,6,June,2015,6.3
Robertson,5,May,2015,5.9
Robertson,4,April,2015,5.7
Robertson,3,March,2015,6.4
Robertson,2,February,2015,6.8
Robertson,1,January,2015,7.6
Robertson,12,December,2014,6.5
Robertson,11,November,2014,6.9
Robertson,10,October,2014,7
Robertson,9,September,2014,7.4
Robertson,8,August,2014,7.3
Robertson,7,July,2014,7.4
Robertson,6,June,2014,7.3
Robertson,5,May,2014,6.7
Robertson,4,April,2014,6.5
Robertson,3,March,2014,7.7
Robertson,2,February,2014,7.6
Robertson,1,January,2014,8
Robertson,12,December,2013,8.1
Robertson,11,November,2013,8.2
Robertson,10,October,2013,8.7
Robertson,9,September,2013,8.6
Robertson,8,August,2013,8.3
Robertson,7,July,2013,8.5
Robertson,6,June,2013,9.1
Robertson,5,May,2013,8.3
Robertson,4,April,2013,8.4
Robertson,3,March,2013,8.8
Robertson,2,February,2013,9
Robertson,1,January,2013,9.6
Robertson,12,December,2012,8.6
Robertson,11,November,2012,8
Robertson,10,October,2012,9.5
Robertson,9,September,2012,8
Robertson,8,August,2012,8.3
Robertson,7,July,2012,8.6
Robertson,6,June,2012,8.7
Robertson,5,May,2012,8
Robertson,4,April,2012,7.6
Robertson,3,March,2012,8.3
Robertson,2,February,2012,8.7
Robertson,1,January,2012,9.2
Robertson,12,December,2011,8.6
Robertson,11,November,2011,8.5
Robertson,10,October,2011,10.4
Robertson,9,September,2011,9.5
Robertson,8,August,2011,9.3
Robertson,7,July,2011,9.1
Robertson,6,June,2011,9.8
Robertson,5,May,2011,9.1
Robertson,4,April,2011,9.2
Robertson,3,March,2011,9.9
Robertson,2,February,2011,10.2
Robertson,1,January,2011,10.4
Rutherford,12,December,2018,4
Rutherford,11,November,2018,3.5
Rutherford,10,October,2018,3.8
Rutherford,9,September,2018,3.9
Rutherford,8,August,2018,4.5
Rutherford,7,July,2018,4.7
Rutherford,6,June,2018,5
Rutherford,5,May,2018,3.4
Rutherford,4,April,2018,3.8
Rutherford,3,March,2018,4.3
Rutherford,2,February,2018,4.4
Rutherford,1,January,2018,4.7
Rutherford,12,December,2017,4.1
Rutherford,11,November,2017,4
Rutherford,10,October,2017,4
Rutherford,9,September,2017,4.1
Rutherford,8,August,2017,4.5
Rutherford,7,July,2017,4.9
Rutherford,6,June,2017,5
Rutherford,5,May,2017,4.1
Rutherford,4,April,2017,4.1
Rutherford,3,March,2017,4.7
Rutherford,2,February,2017,5.4
Rutherford,1,January,2017,5.8
Rutherford,12,December,2016,5.3
Rutherford,11,November,2016,5.5
Rutherford,10,October,2016,5.4
Rutherford,9,September,2016,6
Rutherford,8,August,2016,6
Rutherford,7,July,2016,6.9
Rutherford,6,June,2016,6.9
Rutherford,5,May,2016,5.6
Rutherford,4,April,2016,5.7
Rutherford,3,March,2016,6.4
Rutherford,2,February,2016,6.9
Rutherford,1,January,2016,7.1
Rutherford,12,December,2015,6
Rutherford,11,November,2015,6.1
Rutherford,10,October,2015,6.1
Rutherford,9,September,2015,6.4
Rutherford,8,August,2015,7
Rutherford,7,July,2015,8.2
Rutherford,6,June,2015,8
Rutherford,5,May,2015,7
Rutherford,4,April,2015,6.9
Rutherford,3,March,2015,8.6
Rutherford,2,February,2015,8.1
Rutherford,1,January,2015,9
Rutherford,12,December,2014,7.8
Rutherford,11,November,2014,7.7
Rutherford,10,October,2014,8.3
Rutherford,9,September,2014,8.2
Rutherford,8,August,2014,8.6
Rutherford,7,July,2014,9.7
Rutherford,6,June,2014,9
Rutherford,5,May,2014,8.4
Rutherford,4,April,2014,7.8
Rutherford,3,March,2014,8.5
Rutherford,2,February,2014,8.9
Rutherford,1,January,2014,8.9
Rutherford,12,December,2013,8.5
Rutherford,11,November,2013,8.6
Rutherford,10,October,2013,9.1
Rutherford,9,September,2013,9.1
Rutherford,8,August,2013,9.2
Rutherford,7,July,2013,10.3
Rutherford,6,June,2013,10.4
Rutherford,5,May,2013,9.5
Rutherford,4,April,2013,9.6
Rutherford,3,March,2013,10.4
Rutherford,2,February,2013,10.9
Rutherford,1,January,2013,11.6
Rutherford,12,December,2012,10.4
Rutherford,11,November,2012,9.3
Rutherford,10,October,2012,9.6
Rutherford,9,September,2012,9.5
Rutherford,8,August,2012,9.8
Rutherford,7,July,2012,10.6
Rutherford,6,June,2012,9.9
Rutherford,5,May,2012,9.2
Rutherford,4,April,2012,8.8
Rutherford,3,March,2012,9.6
Rutherford,2,February,2012,10
Rutherford,1,January,2012,10.3
Rutherford,12,December,2011,9.8
Rutherford,11,November,2011,9.3
Rutherford,10,October,2011,10
Rutherford,9,September,2011,11
Rutherford,8,August,2011,11.6
Rutherford,7,July,2011,11.8
Rutherford,6,June,2011,12
Rutherford,5,May,2011,10.8
Rutherford,4,April,2011,11.3
Rutherford,3,March,2011,12.4
Rutherford,2,February,2011,13
Rutherford,1,January,2011,13.7
Scott,12,December,2018,3.2
Scott,11,November,2018,3.3
Scott,10,October,2018,3.7
Scott,9,September,2018,3.6
Scott,8,August,2018,4
Scott,7,July,2018,4.3
Scott,6,June,2018,4.5
Scott,5,May,2018,3.3
Scott,4,April,2018,3.3
Scott,3,March,2018,3.8
Scott,2,February,2018,3.9
Scott,1,January,2018,4.1
Scott,12,December,2017,3.4
Scott,11,November,2017,3.4
Scott,10,October,2017,3.6
Scott,9,September,2017,3.6
Scott,8,August,2017,4
Scott,7,July,2017,4.3
Scott,6,June,2017,4.4
Scott,5,May,2017,3.3
Scott,4,April,2017,3.4
Scott,3,March,2017,4.4
Scott,2,February,2017,4.6
Scott,1,January,2017,5
Scott,12,December,2016,4.5
Scott,11,November,2016,4.6
Scott,10,October,2016,5
Scott,9,September,2016,5.2
Scott,8,August,2016,5.1
Scott,7,July,2016,5.4
Scott,6,June,2016,5.4
Scott,5,May,2016,4.2
Scott,4,April,2016,4.3
Scott,3,March,2016,4.7
Scott,2,February,2016,4.8
Scott,1,January,2016,5
Scott,12,December,2015,4.9
Scott,11,November,2015,5
Scott,10,October,2015,5.3
Scott,9,September,2015,5.5
Scott,8,August,2015,5.7
Scott,7,July,2015,6.3
Scott,6,June,2015,6.4
Scott,5,May,2015,5.9
Scott,4,April,2015,5.5
Scott,3,March,2015,6.1
Scott,2,February,2015,6.4
Scott,1,January,2015,6.9
Scott,12,December,2014,6.1
Scott,11,November,2014,6.4
Scott,10,October,2014,6.5
Scott,9,September,2014,6.7
Scott,8,August,2014,7.1
Scott,7,July,2014,7.5
Scott,6,June,2014,7.2
Scott,5,May,2014,6.6
Scott,4,April,2014,6.2
Scott,3,March,2014,7
Scott,2,February,2014,7.1
Scott,1,January,2014,7.1
Scott,12,December,2013,7.1
Scott,11,November,2013,7.2
Scott,10,October,2013,7.7
Scott,9,September,2013,7.7
Scott,8,August,2013,7.9
Scott,7,July,2013,8.3
Scott,6,June,2013,8.8
Scott,5,May,2013,7.8
Scott,4,April,2013,7.7
Scott,3,March,2013,8.2
Scott,2,February,2013,8.1
Scott,1,January,2013,8.5
Scott,12,December,2012,7.7
Scott,11,November,2012,7.1
Scott,10,October,2012,7.5
Scott,9,September,2012,7.5
Scott,8,August,2012,8.3
Scott,7,July,2012,8.7
Scott,6,June,2012,8.7
Scott,5,May,2012,7.9
Scott,4,April,2012,7.4
Scott,3,March,2012,8.1
Scott,2,February,2012,8
Scott,1,January,2012,8.1
Scott,12,December,2011,7.6
Scott,11,November,2011,7.6
Scott,10,October,2011,8
Scott,9,September,2011,8.6
Scott,8,August,2011,8.9
Scott,7,July,2011,8.9
Scott,6,June,2011,9.5
Scott,5,May,2011,8.7
Scott,4,April,2011,8.8
Scott,3,March,2011,9.3
Scott,2,February,2011,9.5
Scott,1,January,2011,9.7
Sequatchie,12,December,2018,3.2
Sequatchie,11,November,2018,3.3
Sequatchie,10,October,2018,3.5
Sequatchie,9,September,2018,3.7
Sequatchie,8,August,2018,4.1
Sequatchie,7,July,2018,4.5
Sequatchie,6,June,2018,4.7
Sequatchie,5,May,2018,3.3
Sequatchie,4,April,2018,3.2
Sequatchie,3,March,2018,3.6
Sequatchie,2,February,2018,3.7
Sequatchie,1,January,2018,4
Sequatchie,12,December,2017,3.3
Sequatchie,11,November,2017,3.4
Sequatchie,10,October,2017,3.5
Sequatchie,9,September,2017,3.6
Sequatchie,8,August,2017,4
Sequatchie,7,July,2017,4.5
Sequatchie,6,June,2017,4.5
Sequatchie,5,May,2017,3.8
Sequatchie,4,April,2017,3.4
Sequatchie,3,March,2017,4
Sequatchie,2,February,2017,4.5
Sequatchie,1,January,2017,5.1
Sequatchie,12,December,2016,4.6
Sequatchie,11,November,2016,4.7
Sequatchie,10,October,2016,5
Sequatchie,9,September,2016,5.3
Sequatchie,8,August,2016,5.3
Sequatchie,7,July,2016,5.7
Sequatchie,6,June,2016,5.7
Sequatchie,5,May,2016,4.3
Sequatchie,4,April,2016,4.3
Sequatchie,3,March,2016,4.7
Sequatchie,2,February,2016,4.7
Sequatchie,1,January,2016,5
Sequatchie,12,December,2015,5.1
Sequatchie,11,November,2015,5.5
Sequatchie,10,October,2015,5.7
Sequatchie,9,September,2015,6
Sequatchie,8,August,2015,6.3
Sequatchie,7,July,2015,7.4
Sequatchie,6,June,2015,7.5
Sequatchie,5,May,2015,6.5
Sequatchie,4,April,2015,6
Sequatchie,3,March,2015,6.9
Sequatchie,2,February,2015,6.9
Sequatchie,1,January,2015,7.4
Sequatchie,12,December,2014,6.6
Sequatchie,11,November,2014,7
Sequatchie,10,October,2014,6.9
Sequatchie,9,September,2014,7.3
Sequatchie,8,August,2014,7.8
Sequatchie,7,July,2014,8.7
Sequatchie,6,June,2014,8.3
Sequatchie,5,May,2014,7.2
Sequatchie,4,April,2014,6.8
Sequatchie,3,March,2014,7.7
Sequatchie,2,February,2014,7.7
Sequatchie,1,January,2014,7.8
Sequatchie,12,December,2013,7.9
Sequatchie,11,November,2013,8.2
Sequatchie,10,October,2013,8.7
Sequatchie,9,September,2013,8.7
Sequatchie,8,August,2013,8.9
Sequatchie,7,July,2013,10
Sequatchie,6,June,2013,10.2
Sequatchie,5,May,2013,9
Sequatchie,4,April,2013,8.7
Sequatchie,3,March,2013,9.5
Sequatchie,2,February,2013,9.9
Sequatchie,1,January,2013,10.6
Sequatchie,12,December,2012,9.5
Sequatchie,11,November,2012,9
Sequatchie,10,October,2012,9.3
Sequatchie,9,September,2012,9.3
Sequatchie,8,August,2012,9.8
Sequatchie,7,July,2012,11
Sequatchie,6,June,2012,10.7
Sequatchie,5,May,2012,9.5
Sequatchie,4,April,2012,8.8
Sequatchie,3,March,2012,9.8
Sequatchie,2,February,2012,10.1
Sequatchie,1,January,2012,10.5
Sequatchie,12,December,2011,9.7
Sequatchie,11,November,2011,9.7
Sequatchie,10,October,2011,10.4
Sequatchie,9,September,2011,11
Sequatchie,8,August,2011,11.2
Sequatchie,7,July,2011,11.5
Sequatchie,6,June,2011,12.2
Sequatchie,5,May,2011,11.2
Sequatchie,4,April,2011,11
Sequatchie,3,March,2011,11.9
Sequatchie,2,February,2011,12.4
Sequatchie,1,January,2011,12.7
Sevier,12,December,2018,3.8
Sevier,11,November,2018,3.8
Sevier,10,October,2018,4.5
Sevier,9,September,2018,4.5
Sevier,8,August,2018,5
Sevier,7,July,2018,5.5
Sevier,6,June,2018,5.6
Sevier,5,May,2018,4.3
Sevier,4,April,2018,4.5
Sevier,3,March,2018,5
Sevier,2,February,2018,5.8
Sevier,1,January,2018,6.8
Sevier,12,December,2017,5.3
Sevier,11,November,2017,5.1
Sevier,10,October,2017,5
Sevier,9,September,2017,4.7
Sevier,8,August,2017,5.1
Sevier,7,July,2017,5.6
Sevier,6,June,2017,5.8
Sevier,5,May,2017,4.6
Sevier,4,April,2017,4.6
Sevier,3,March,2017,5.6
Sevier,2,February,2017,6.2
Sevier,1,January,2017,7.4
Sevier,12,December,2016,6.3
Sevier,11,November,2016,6.1
Sevier,10,October,2016,6.6
Sevier,9,September,2016,7.3
Sevier,8,August,2016,7.5
Sevier,7,July,2016,7.7
Sevier,6,June,2016,7.6
Sevier,5,May,2016,6.2
Sevier,4,April,2016,6.6
Sevier,3,March,2016,7.2
Sevier,2,February,2016,7.5
Sevier,1,January,2016,8.5
Sevier,12,December,2015,6.8
Sevier,11,November,2015,6.8
Sevier,10,October,2015,6.6
Sevier,9,September,2015,7.2
Sevier,8,August,2015,7.7
Sevier,7,July,2015,8.2
Sevier,6,June,2015,8
Sevier,5,May,2015,7.5
Sevier,4,April,2015,7.3
Sevier,3,March,2015,8.2
Sevier,2,February,2015,8.4
Sevier,1,January,2015,9.4
Sevier,12,December,2014,8.6
Sevier,11,November,2014,8.3
Sevier,10,October,2014,8.2
Sevier,9,September,2014,8.4
Sevier,8,August,2014,8.7
Sevier,7,July,2014,9.7
Sevier,6,June,2014,9
Sevier,5,May,2014,8.1
Sevier,4,April,2014,8.1
Sevier,3,March,2014,9.2
Sevier,2,February,2014,9.2
Sevier,1,January,2014,9.6
Sevier,12,December,2013,8.9
Sevier,11,November,2013,8.9
Sevier,10,October,2013,9.3
Sevier,9,September,2013,9.5
Sevier,8,August,2013,9.8
Sevier,7,July,2013,10.4
Sevier,6,June,2013,10.2
Sevier,5,May,2013,9.4
Sevier,4,April,2013,9.4
Sevier,3,March,2013,10
Sevier,2,February,2013,10.3
Sevier,1,January,2013,11.2
Sevier,12,December,2012,10
Sevier,11,November,2012,9.1
Sevier,10,October,2012,9.1
Sevier,9,September,2012,9.2
Sevier,8,August,2012,10
Sevier,7,July,2012,10.9
Sevier,6,June,2012,10.1
Sevier,5,May,2012,9.4
Sevier,4,April,2012,9
Sevier,3,March,2012,9.9
Sevier,2,February,2012,10.4
Sevier,1,January,2012,10.7
Sevier,12,December,2011,10.1
Sevier,11,November,2011,9.2
Sevier,10,October,2011,9.8
Sevier,9,September,2011,10.5
Sevier,8,August,2011,10.5
Sevier,7,July,2011,11.7
Sevier,6,June,2011,11.4
Sevier,5,May,2011,10.5
Sevier,4,April,2011,10.9
Sevier,3,March,2011,14.3
Sevier,2,February,2011,14.4
Sevier,1,January,2011,13.2
Shelby,12,December,2018,5.4
Shelby,11,November,2018,4.8
Shelby,10,October,2018,5.5
Shelby,9,September,2018,5.4
Shelby,8,August,2018,6.1
Shelby,7,July,2018,6.8
Shelby,6,June,2018,6.7
Shelby,5,May,2018,5.1
Shelby,4,April,2018,5.1
Shelby,3,March,2018,5.9
Shelby,2,February,2018,6.3
Shelby,1,January,2018,6.6
Shelby,12,December,2017,5.5
Shelby,11,November,2017,5.4
Shelby,10,October,2017,5.4
Shelby,9,September,2017,5.1
Shelby,8,August,2017,5.5
Shelby,7,July,2017,6.2
Shelby,6,June,2017,6.4
Shelby,5,May,2017,5
Shelby,4,April,2017,5.2
Shelby,3,March,2017,6.4
Shelby,2,February,2017,7
Shelby,1,January,2017,7.8
Shelby,12,December,2016,7.1
Shelby,11,November,2016,6.7
Shelby,10,October,2016,6.7
Shelby,9,September,2016,7.2
Shelby,8,August,2016,6.8
Shelby,7,July,2016,7.4
Shelby,6,June,2016,7.5
Shelby,5,May,2016,6
Shelby,4,April,2016,6.3
Shelby,3,March,2016,7
Shelby,2,February,2016,6.9
Shelby,1,January,2016,7.7
Shelby,12,December,2015,7.1
Shelby,11,November,2015,6.9
Shelby,10,October,2015,7
Shelby,9,September,2015,7.3
Shelby,8,August,2015,7.2
Shelby,7,July,2015,8.4
Shelby,6,June,2015,9.2
Shelby,5,May,2015,7.9
Shelby,4,April,2015,7.4
Shelby,3,March,2015,8.3
Shelby,2,February,2015,8.9
Shelby,1,January,2015,9.6
Shelby,12,December,2014,8.4
Shelby,11,November,2014,8.4
Shelby,10,October,2014,8.6
Shelby,9,September,2014,8.6
Shelby,8,August,2014,9.1
Shelby,7,July,2014,9.8
Shelby,6,June,2014,9.8
Shelby,5,May,2014,8.6
Shelby,4,April,2014,8.1
Shelby,3,March,2014,9.1
Shelby,2,February,2014,9.8
Shelby,1,January,2014,9.7
Shelby,12,December,2013,9.2
Shelby,11,November,2013,9.2
Shelby,10,October,2013,9.7
Shelby,9,September,2013,9.9
Shelby,8,August,2013,10.2
Shelby,7,July,2013,11.1
Shelby,6,June,2013,12.1
Shelby,5,May,2013,10.2
Shelby,4,April,2013,10.1
Shelby,3,March,2013,10.6
Shelby,2,February,2013,11.1
Shelby,1,January,2013,12.2
Shelby,12,December,2012,10.7
Shelby,11,November,2012,9.7
Shelby,10,October,2012,9.8
Shelby,9,September,2012,9.5
Shelby,8,August,2012,10.4
Shelby,7,July,2012,11.6
Shelby,6,June,2012,11.5
Shelby,5,May,2012,10
Shelby,4,April,2012,9.5
Shelby,3,March,2012,9.9
Shelby,2,February,2012,10.7
Shelby,1,January,2012,11.3
Shelby,12,December,2011,9.5
Shelby,11,November,2011,9.3
Shelby,10,October,2011,10
Shelby,9,September,2011,10.5
Shelby,8,August,2011,11.1
Shelby,7,July,2011,11.9
Shelby,6,June,2011,12.5
Shelby,5,May,2011,10.9
Shelby,4,April,2011,11.4
Shelby,3,March,2011,12.2
Shelby,2,February,2011,12.6
Shelby,1,January,2011,13.6
Smith,12,December,2018,2.8
Smith,11,November,2018,2.8
Smith,10,October,2018,3
Smith,9,September,2018,3
Smith,8,August,2018,3.3
Smith,7,July,2018,3.5
Smith,6,June,2018,3.8
Smith,5,May,2018,2.7
Smith,4,April,2018,2.7
Smith,3,March,2018,3.4
Smith,2,February,2018,3.7
Smith,1,January,2018,3.9
Smith,12,December,2017,3.2
Smith,11,November,2017,3.1
Smith,10,October,2017,3
Smith,9,September,2017,3.1
Smith,8,August,2017,3.4
Smith,7,July,2017,3.7
Smith,6,June,2017,3.9
Smith,5,May,2017,2.9
Smith,4,April,2017,3.1
Smith,3,March,2017,3.9
Smith,2,February,2017,4.4
Smith,1,January,2017,4.9
Smith,12,December,2016,4.2
Smith,11,November,2016,4.1
Smith,10,October,2016,4.4
Smith,9,September,2016,4.6
Smith,8,August,2016,4.5
Smith,7,July,2016,4.7
Smith,6,June,2016,4.8
Smith,5,May,2016,3.7
Smith,4,April,2016,3.8
Smith,3,March,2016,4.3
Smith,2,February,2016,4.5
Smith,1,January,2016,4.7
Smith,12,December,2015,4.4
Smith,11,November,2015,4.4
Smith,10,October,2015,4.6
Smith,9,September,2015,4.7
Smith,8,August,2015,4.9
Smith,7,July,2015,5.5
Smith,6,June,2015,5.8
Smith,5,May,2015,5.1
Smith,4,April,2015,4.9
Smith,3,March,2015,5.6
Smith,2,February,2015,5.9
Smith,1,January,2015,6.3
Smith,12,December,2014,5.5
Smith,11,November,2014,5.6
Smith,10,October,2014,5.6
Smith,9,September,2014,5.9
Smith,8,August,2014,6.3
Smith,7,July,2014,6.6
Smith,6,June,2014,6.4
Smith,5,May,2014,5.7
Smith,4,April,2014,5.3
Smith,3,March,2014,6.2
Smith,2,February,2014,6.4
Smith,1,January,2014,6.3
Smith,12,December,2013,6
Smith,11,November,2013,6.1
Smith,10,October,2013,6.8
Smith,9,September,2013,6.7
Smith,8,August,2013,6.9
Smith,7,July,2013,7.3
Smith,6,June,2013,7.6
Smith,5,May,2013,6.7
Smith,4,April,2013,6.7
Smith,3,March,2013,7.1
Smith,2,February,2013,7.6
Smith,1,January,2013,7.9
Smith,12,December,2012,6.9
Smith,11,November,2012,6.1
Smith,10,October,2012,6.6
Smith,9,September,2012,6.7
Smith,8,August,2012,7.3
Smith,7,July,2012,7.6
Smith,6,June,2012,7.6
Smith,5,May,2012,6.9
Smith,4,April,2012,6.6
Smith,3,March,2012,7.3
Smith,2,February,2012,7.6
Smith,1,January,2012,7.6
Smith,12,December,2011,7
Smith,11,November,2011,6.9
Smith,10,October,2011,7.3
Smith,9,September,2011,7.9
Smith,8,August,2011,8
Smith,7,July,2011,8.2
Smith,6,June,2011,8.7
Smith,5,May,2011,8
Smith,4,April,2011,8.3
Smith,3,March,2011,8.9
Smith,2,February,2011,9.3
Smith,1,January,2011,9.6
Stewart,12,December,2018,2.9
Stewart,11,November,2018,3.1
Stewart,10,October,2018,3.4
Stewart,9,September,2018,3.5
Stewart,8,August,2018,3.9
Stewart,7,July,2018,4.1
Stewart,6,June,2018,4.5
Stewart,5,May,2018,3.3
Stewart,4,April,2018,3.2
Stewart,3,March,2018,3.6
Stewart,2,February,2018,3.7
Stewart,1,January,2018,3.9
Stewart,12,December,2017,3
Stewart,11,November,2017,3.1
Stewart,10,October,2017,3.2
Stewart,9,September,2017,3.3
Stewart,8,August,2017,3.7
Stewart,7,July,2017,4
Stewart,6,June,2017,4.2
Stewart,5,May,2017,3.2
Stewart,4,April,2017,3.3
Stewart,3,March,2017,4.1
Stewart,2,February,2017,4.3
Stewart,1,January,2017,4.7
Stewart,12,December,2016,3.9
Stewart,11,November,2016,4.2
Stewart,10,October,2016,4.4
Stewart,9,September,2016,4.7
Stewart,8,August,2016,4.8
Stewart,7,July,2016,5.1
Stewart,6,June,2016,5.3
Stewart,5,May,2016,4
Stewart,4,April,2016,3.9
Stewart,3,March,2016,4.4
Stewart,2,February,2016,4.2
Stewart,1,January,2016,4.5
Stewart,12,December,2015,4
Stewart,11,November,2015,4.2
Stewart,10,October,2015,4.5
Stewart,9,September,2015,5.1
Stewart,8,August,2015,5.4
Stewart,7,July,2015,6.1
Stewart,6,June,2015,6.2
Stewart,5,May,2015,5.3
Stewart,4,April,2015,5
Stewart,3,March,2015,5.4
Stewart,2,February,2015,5.7
Stewart,1,January,2015,6.1
Stewart,12,December,2014,5.1
Stewart,11,November,2014,5.4
Stewart,10,October,2014,5.9
Stewart,9,September,2014,6.2
Stewart,8,August,2014,6.6
Stewart,7,July,2014,7.1
Stewart,6,June,2014,6.8
Stewart,5,May,2014,5.8
Stewart,4,April,2014,5.4
Stewart,3,March,2014,6.2
Stewart,2,February,2014,6.2
Stewart,1,January,2014,6
Stewart,12,December,2013,5.5
Stewart,11,November,2013,5.7
Stewart,10,October,2013,6.9
Stewart,9,September,2013,6.9
Stewart,8,August,2013,7.3
Stewart,7,July,2013,7.8
Stewart,6,June,2013,8.2
Stewart,5,May,2013,7.2
Stewart,4,April,2013,7
Stewart,3,March,2013,7.3
Stewart,2,February,2013,7.7
Stewart,1,January,2013,7.9
Stewart,12,December,2012,6.9
Stewart,11,November,2012,6.5
Stewart,10,October,2012,6.8
Stewart,9,September,2012,6.9
Stewart,8,August,2012,7.6
Stewart,7,July,2012,8.1
Stewart,6,June,2012,8.1
Stewart,5,May,2012,7.4
Stewart,4,April,2012,7
Stewart,3,March,2012,7.5
Stewart,2,February,2012,7.9
Stewart,1,January,2012,7.8
Stewart,12,December,2011,6.9
Stewart,11,November,2011,7.3
Stewart,10,October,2011,8
Stewart,9,September,2011,8.9
Stewart,8,August,2011,9.2
Stewart,7,July,2011,9.4
Stewart,6,June,2011,9.9
Stewart,5,May,2011,8.9
Stewart,4,April,2011,9
Stewart,3,March,2011,9.6
Stewart,2,February,2011,9.8
Stewart,1,January,2011,10.2
Sullivan,12,December,2018,4.3
Sullivan,11,November,2018,4.1
Sullivan,10,October,2018,4.5
Sullivan,9,September,2018,4.5
Sullivan,8,August,2018,4.8
Sullivan,7,July,2018,5.2
Sullivan,6,June,2018,5.5
Sullivan,5,May,2018,4.2
Sullivan,4,April,2018,4.3
Sullivan,3,March,2018,5
Sullivan,2,February,2018,5.3
Sullivan,1,January,2018,5.4
Sullivan,12,December,2017,4.4
Sullivan,11,November,2017,4.4
Sullivan,10,October,2017,4.3
Sullivan,9,September,2017,4.5
Sullivan,8,August,2017,4.8
Sullivan,7,July,2017,5.2
Sullivan,6,June,2017,5.3
Sullivan,5,May,2017,4.6
Sullivan,4,April,2017,4.8
Sullivan,3,March,2017,6.2
Sullivan,2,February,2017,6.7
Sullivan,1,January,2017,7.4
Sullivan,12,December,2016,6.6
Sullivan,11,November,2016,6.3
Sullivan,10,October,2016,6.5
Sullivan,9,September,2016,6.8
Sullivan,8,August,2016,6.7
Sullivan,7,July,2016,7.6
Sullivan,6,June,2016,7
Sullivan,5,May,2016,6
Sullivan,4,April,2016,6.5
Sullivan,3,March,2016,7.3
Sullivan,2,February,2016,7.6
Sullivan,1,January,2016,7.7
Sullivan,12,December,2015,7.3
Sullivan,11,November,2015,7.1
Sullivan,10,October,2015,7.2
Sullivan,9,September,2015,7.4
Sullivan,8,August,2015,7.8
Sullivan,7,July,2015,8.3
Sullivan,6,June,2015,8.4
Sullivan,5,May,2015,7.9
Sullivan,4,April,2015,7.6
Sullivan,3,March,2015,8.2
Sullivan,2,February,2015,8.5
Sullivan,1,January,2015,9.2
Sullivan,12,December,2014,8.4
Sullivan,11,November,2014,8.5
Sullivan,10,October,2014,8.6
Sullivan,9,September,2014,8.9
Sullivan,8,August,2014,9.4
Sullivan,7,July,2014,9.6
Sullivan,6,June,2014,9.7
Sullivan,5,May,2014,9
Sullivan,4,April,2014,8.8
Sullivan,3,March,2014,10.1
Sullivan,2,February,2014,10.4
Sullivan,1,January,2014,10.6
Sullivan,12,December,2013,10.2
Sullivan,11,November,2013,10.3
Sullivan,10,October,2013,10.9
Sullivan,9,September,2013,10.6
Sullivan,8,August,2013,10.8
Sullivan,7,July,2013,11.3
Sullivan,6,June,2013,11.9
Sullivan,5,May,2013,10.6
Sullivan,4,April,2013,10.5
Sullivan,3,March,2013,11.5
Sullivan,2,February,2013,11.7
Sullivan,1,January,2013,12.6
Sullivan,12,December,2012,11.1
Sullivan,11,November,2012,10.2
Sullivan,10,October,2012,10.6
Sullivan,9,September,2012,10.5
Sullivan,8,August,2012,11.2
Sullivan,7,July,2012,12
Sullivan,6,June,2012,11.8
Sullivan,5,May,2012,11.1
Sullivan,4,April,2012,10.4
Sullivan,3,March,2012,11.5
Sullivan,2,February,2012,11.1
Sullivan,1,January,2012,11.3
Sullivan,12,December,2011,10.1
Sullivan,11,November,2011,10.1
Sullivan,10,October,2011,10.4
Sullivan,9,September,2011,11.3
Sullivan,8,August,2011,11.3
Sullivan,7,July,2011,11.5
Sullivan,6,June,2011,12.3
Sullivan,5,May,2011,11.7
Sullivan,4,April,2011,11.9
Sullivan,3,March,2011,12.9
Sullivan,2,February,2011,13.2
Sullivan,1,January,2011,13.7
Sumner,12,December,2018,2.7
Sumner,11,November,2018,2.8
Sumner,10,October,2018,3.1
Sumner,9,September,2018,3.1
Sumner,8,August,2018,3.3
Sumner,7,July,2018,3.6
Sumner,6,June,2018,3.9
Sumner,5,May,2018,2.8
